📺央视卫视频道,#genre#
CCTV5,http://www.96335.top:4566/rtp/239.81.0.232:4056
CCTV5,http://www.bigyan.cn:8225/rtp/239.77.0.170:5146
CCTV5,http://www.bigyan.cn:8225/rtp/239.77.0.34:5146
CCTV5,http://www.bigyan.cn:8225/rtp/239.77.1.8:5146
CCTV5,http://ymz.stkeyu.top:8303/rtp/239.77.0.170:5146
CCTV5,http://ymz.stkeyu.top:8303/rtp/239.77.0.34:5146
CCTV5,http://ymz.stkeyu.top:8303/rtp/239.77.1.8:5146
CCTV5HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.123:10376
CCTV5HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.123:10376
CCTV6,http://idc.zymok.cn:10000/rtp/239.77.0.171:5146
CCTV6,http://idc.zymok.cn:10000/rtp/239.77.0.35:5146
CCTV6,http://idc.zymok.cn:10000/rtp/239.77.1.9:5146
CCTV6,http://www.8888866.xyz:10000/rtp/239.77.0.171:5146
CCTV6,http://www.8888866.xyz:10000/rtp/239.77.0.35:5146
CCTV6,http://www.8888866.xyz:10000/rtp/239.77.1.9:5146
CCTV6,http://www.96335.top:4566/rtp/239.81.0.233:4056
CCTV6,http://www.bigyan.cn:8225/rtp/239.77.0.171:5146
CCTV6,http://www.bigyan.cn:8225/rtp/239.77.0.35:5146
CCTV6,http://www.bigyan.cn:8225/rtp/239.77.1.9:5146
CCTV6,http://ymz.stkeyu.top:8303/rtp/239.77.0.171:5146
CCTV6,http://ymz.stkeyu.top:8303/rtp/239.77.0.35:5146
CCTV6,http://ymz.stkeyu.top:8303/rtp/239.77.1.9:5146
CCTV6HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.124:10382
CCTV6HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.124:10382
CCTV7,http://113.167.94.144:4022/udp/232.84.3.184:11026
CCTV7,http://idc.zymok.cn:10000/rtp/239.77.0.138:5146
CCTV7,http://idc.zymok.cn:10000/rtp/239.77.0.36:5146
CCTV7,http://idc.zymok.cn:10000/rtp/239.77.1.159:5146
CCTV7,http://www.8888866.xyz:10000/rtp/239.77.0.138:5146
CCTV7,http://www.8888866.xyz:10000/rtp/239.77.0.36:5146
CCTV7,http://www.8888866.xyz:10000/rtp/239.77.1.159:5146
CCTV7,http://www.96335.top:4566/rtp/239.81.0.116:4056
CCTV7,http://www.96335.top:4566/rtp/239.81.0.19:4056
CCTV7,http://www.bigyan.cn:8225/rtp/239.77.0.138:5146
CCTV7,http://www.bigyan.cn:8225/rtp/239.77.0.36:5146
CCTV7,http://www.bigyan.cn:8225/rtp/239.77.1.159:5146
CCTV7,http://ymz.stkeyu.top:8303/rtp/239.77.0.138:5146
CCTV7,http://ymz.stkeyu.top:8303/rtp/239.77.0.36:5146
CCTV7,http://ymz.stkeyu.top:8303/rtp/239.77.1.159:5146
CCTV7HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.103:10256
CCTV7HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.103:10256
CCTV7SD,http://cqknas.myqnapcloud.com:8808/rtp/239.254.96.156:9130
CCTV7SD,http://xu3791vg3503.vicp.fun:8808/rtp/239.254.96.156:9130
CCTV8,http://idc.zymok.cn:10000/rtp/239.77.0.172:5146
CCTV8,http://idc.zymok.cn:10000/rtp/239.77.0.37:5146
CCTV8,http://idc.zymok.cn:10000/rtp/239.77.1.10:5146
CCTV8,http://www.8888866.xyz:10000/rtp/239.77.0.172:5146
CCTV8,http://www.8888866.xyz:10000/rtp/239.77.0.37:5146
CCTV8,http://www.8888866.xyz:10000/rtp/239.77.1.10:5146
CCTV8,http://www.96335.top:4566/rtp/239.81.0.234:4056
CCTV8,http://www.bigyan.cn:8225/rtp/239.77.0.172:5146
CCTV8,http://www.bigyan.cn:8225/rtp/239.77.0.37:5146
CCTV8,http://www.bigyan.cn:8225/rtp/239.77.1.10:5146
CCTV8,http://ymz.stkeyu.top:8303/rtp/239.77.0.172:5146
CCTV8,http://ymz.stkeyu.top:8303/rtp/239.77.0.37:5146
CCTV8,http://ymz.stkeyu.top:8303/rtp/239.77.1.10:5146
CCTV8HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.125:10388
CCTV8HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.125:10388
CCTV9,http://idc.zymok.cn:10000/rtp/239.77.0.135:5146
CCTV9,http://idc.zymok.cn:10000/rtp/239.77.0.38:5146
CCTV9,http://idc.zymok.cn:10000/rtp/239.77.1.160:5146
CCTV9,http://www.8888866.xyz:10000/rtp/239.77.0.135:5146
CCTV9,http://www.8888866.xyz:10000/rtp/239.77.0.38:5146
CCTV9,http://www.8888866.xyz:10000/rtp/239.77.1.160:5146
CCTV9,http://www.96335.top:4566/rtp/239.81.0.117:4056
CCTV9,http://www.96335.top:4566/rtp/239.81.0.21:4056
CCTV9,http://www.bigyan.cn:8225/rtp/239.77.0.135:5146
CCTV9,http://www.bigyan.cn:8225/rtp/239.77.0.38:5146
CCTV9,http://www.bigyan.cn:8225/rtp/239.77.1.160:5146
CCTV9,http://ymz.stkeyu.top:8303/rtp/239.77.0.135:5146
CCTV9,http://ymz.stkeyu.top:8303/rtp/239.77.0.38:5146
CCTV9,http://ymz.stkeyu.top:8303/rtp/239.77.1.160:5146
CCTV9HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.104:10262
CCTV9HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.104:10262
CCTV9SD,http://cqknas.myqnapcloud.com:8808/rtp/239.254.96.157:9016
CCTV9SD,http://xu3791vg3503.vicp.fun:8808/rtp/239.254.96.157:9016
CETV-1,http://dodge.lwfz.fun:8800/rtp/239.16.10.12:2000
CETV-1,http://dodge.lwfz.fun:8800/rtp/239.16.20.78:10780
CETV1,http://idc.zymok.cn:10000/rtp/239.77.0.200:5146
CETV1,http://idc.zymok.cn:10000/rtp/239.77.1.222:5146
CETV1,http://www.8888866.xyz:10000/rtp/239.77.0.200:5146
CETV1,http://www.8888866.xyz:10000/rtp/239.77.1.222:5146
CETV1,http://www.96335.top:4566/rtp/239.81.0.52:4056
CETV1,http://www.96335.top:4566/rtp/239.81.0.92:4056
CETV1,http://www.bigyan.cn:8225/rtp/239.77.0.200:5146
CETV1,http://www.bigyan.cn:8225/rtp/239.77.1.222:5146
CETV1,http://ymz.stkeyu.top:8303/rtp/239.77.0.200:5146
CETV1,http://ymz.stkeyu.top:8303/rtp/239.77.1.222:5146
CETV1HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.110:10298
CETV1HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.110:10298
CETV2,http://idc.zymok.cn:10000/rtp/239.77.0.28:5146
CETV2,http://idc.zymok.cn:10000/rtp/239.77.1.69:5146
CETV2,http://www.8888866.xyz:10000/rtp/239.77.0.28:5146
CETV2,http://www.8888866.xyz:10000/rtp/239.77.1.69:5146
CETV2,http://www.96335.top:4566/rtp/239.81.0.245:4056
CETV2,http://www.bigyan.cn:8225/rtp/239.77.0.28:5146
CETV2,http://www.bigyan.cn:8225/rtp/239.77.1.69:5146
CETV2,http://ymz.stkeyu.top:8303/rtp/239.77.0.28:5146
CETV2,http://ymz.stkeyu.top:8303/rtp/239.77.1.69:5146
CETV2SD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.183:10734
CETV2SD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.183:10734
CETV4,http://idc.zymok.cn:10000/rtp/239.253.43.114:5146
CETV4,http://idc.zymok.cn:10000/rtp/239.253.43.40:5146
CETV4,http://www.8888866.xyz:10000/rtp/239.253.43.114:5146
CETV4,http://www.8888866.xyz:10000/rtp/239.253.43.40:5146
CETV4,http://www.96335.top:4566/rtp/239.81.0.188:4056
CETV4,http://www.96335.top:4566/rtp/239.81.0.246:4056
CETV4,http://www.bigyan.cn:8225/rtp/239.253.43.114:5146
CETV4,http://www.bigyan.cn:8225/rtp/239.253.43.40:5146
CETV4,http://ymz.stkeyu.top:8303/rtp/239.253.43.114:5146
CETV4,http://ymz.stkeyu.top:8303/rtp/239.253.43.40:5146
CETV4HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.2.29:11328
CETV4HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.2.29:11328
CETV4SD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.175:10686
CETV4SD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.175:10686
CETV早期教育,http://idc.zymok.cn:10000/rtp/239.77.0.180:5146
CETV早期教育,http://idc.zymok.cn:10000/rtp/239.77.1.114:5146
CETV早期教育,http://idc.zymok.cn:10000/rtp/239.77.1.122:5146
CETV早期教育,http://www.8888866.xyz:10000/rtp/239.77.0.180:5146
CETV早期教育,http://www.8888866.xyz:10000/rtp/239.77.1.114:5146
CETV早期教育,http://www.8888866.xyz:10000/rtp/239.77.1.122:5146
CETV早期教育,http://www.bigyan.cn:8225/rtp/239.77.0.180:5146
CETV早期教育,http://www.bigyan.cn:8225/rtp/239.77.1.114:5146
CETV早期教育,http://www.bigyan.cn:8225/rtp/239.77.1.122:5146
CETV早期教育,http://ymz.stkeyu.top:8303/rtp/239.77.0.180:5146
CETV早期教育,http://ymz.stkeyu.top:8303/rtp/239.77.1.114:5146
CETV早期教育,http://ymz.stkeyu.top:8303/rtp/239.77.1.122:5146
CGTN,http://dodge.lwfz.fun:8800/rtp/239.16.10.175:2000
CGTN,http://dodge.lwfz.fun:8800/rtp/239.16.20.252:12520
CGTN,http://idc.zymok.cn:10000/rtp/239.77.0.199:5146
CGTN,http://idc.zymok.cn:10000/rtp/239.77.0.45:5146
CGTN,http://idc.zymok.cn:10000/rtp/239.77.1.27:5146
CGTN,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.45:5146
CGTN,http://lbyjlt.vv5678.cn:8880/udp/239.77.1.27:5146
CGTN,http://www.8888866.xyz:10000/rtp/239.77.0.199:5146
CGTN,http://www.8888866.xyz:10000/rtp/239.77.0.45:5146
CGTN,http://www.8888866.xyz:10000/rtp/239.77.1.27:5146
CGTN,http://www.96335.top:4566/rtp/239.81.0.28:4056
CGTN,http://www.bigyan.cn:8225/rtp/239.77.0.199:5146
CGTN,http://www.bigyan.cn:8225/rtp/239.77.0.45:5146
CGTN,http://www.bigyan.cn:8225/rtp/239.77.1.27:5146
CGTN,http://ymz.stkeyu.top:8303/rtp/239.77.0.199:5146
CGTN,http://ymz.stkeyu.top:8303/rtp/239.77.0.45:5146
CGTN,http://ymz.stkeyu.top:8303/rtp/239.77.1.27:5146
CGTNHD,http://cqknas.myqnapcloud.com:8808/rtp/239.254.96.175:9124
CGTNHD,http://xu3791vg3503.vicp.fun:8808/rtp/239.254.96.175:9124
CGTNSD,http://cqknas.myqnapcloud.com:8808/rtp/239.254.96.7:8016
CGTNSD,http://xu3791vg3503.vicp.fun:8808/rtp/239.254.96.7:8016
CGTN俄语,http://idc.zymok.cn:10000/rtp/239.253.43.201:5146
CGTN俄语,http://www.8888866.xyz:10000/rtp/239.253.43.201:5146
CGTN俄语,http://www.bigyan.cn:8225/rtp/239.253.43.201:5146
CGTN俄语,http://ymz.stkeyu.top:8303/rtp/239.253.43.201:5146
CGTN俄语HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.222:10974
CGTN俄语HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.222:10974
CGTN俄语高清,http://lbyjlt.vv5678.cn:8880/udp/239.253.43.201:5146
CGTN法语,http://idc.zymok.cn:10000/rtp/239.77.0.228:5146
CGTN法语,http://www.8888866.xyz:10000/rtp/239.77.0.228:5146
CGTN法语,http://www.bigyan.cn:8225/rtp/239.77.0.228:5146
CGTN法语,http://ymz.stkeyu.top:8303/rtp/239.77.0.228:5146
CGTN法语HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.235:11052
CGTN法语HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.235:11052
CGTN法语高清,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.228:5146
CGTN纪录,http://idc.zymok.cn:10000/rtp/239.253.43.122:5146
CGTN纪录,http://www.8888866.xyz:10000/rtp/239.253.43.122:5146
CGTN纪录,http://www.bigyan.cn:8225/rtp/239.253.43.122:5146
CGTN纪录,http://ymz.stkeyu.top:8303/rtp/239.253.43.122:5146
CGTN纪录HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.233:11040
CGTN纪录HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.233:11040
CGTN英语高清,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.199:5146
CGTN西班牙语高清,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.221:5146
CGTN西语,http://idc.zymok.cn:10000/rtp/239.77.0.221:5146
CGTN西语,http://www.8888866.xyz:10000/rtp/239.77.0.221:5146
CGTN西语,http://www.bigyan.cn:8225/rtp/239.77.0.221:5146
CGTN西语,http://ymz.stkeyu.top:8303/rtp/239.77.0.221:5146
CGTN西语HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.234:11046
CGTN西语HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.234:11046
CGTN阿拉伯语高清,http://lbyjlt.vv5678.cn:8880/udp/239.253.43.200:5146
CGTN阿语,http://idc.zymok.cn:10000/rtp/239.253.43.200:5146
CGTN阿语,http://www.8888866.xyz:10000/rtp/239.253.43.200:5146
CGTN阿语,http://www.bigyan.cn:8225/rtp/239.253.43.200:5146
CGTN阿语,http://ymz.stkeyu.top:8303/rtp/239.253.43.200:5146
CGTN阿语HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.221:10968
CGTN阿语HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.221:10968
CHC动作电影,http://www.96335.top:4566/rtp/239.81.0.239:4056
CHC动作电影HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.242:11094
CHC动作电影HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.242:11094
CHC家庭影院,http://www.96335.top:4566/rtp/239.81.0.238:4056
CHC家庭影院HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.243:11100
CHC家庭影院HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.243:11100
CHC影迷电影,http://www.96335.top:4566/rtp/239.81.0.240:4056
CHC影迷电影HD,http://cqknas.myqnapcloud.com:8808/rtp/239.69.1.241:11088
CHC影迷电影HD,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.241:11088
CINEMAX,http://113.167.94.144:4022/udp/232.84.1.20:8094
CINEMAX,http://113.167.94.144:4022/udp/232.84.2.139:10654
CINEMAX,http://113.167.94.144:4022/udp/232.84.3.117:10654
CNA,http://113.167.94.144:4022/udp/232.84.1.5:8004
CNA,http://113.167.94.144:4022/udp/232.84.2.55:10540
CNA,http://113.167.94.144:4022/udp/232.84.3.155:10540
CNBC,http://113.167.94.144:4022/udp/232.84.3.179:10488
CNN,http://113.167.94.144:4022/udp/232.84.2.126:8076
CNN,http://113.167.94.144:4022/udp/232.84.3.153:10690
CRTV HD _ TH Cao Bằng,http://113.167.94.144:4022/udp/232.84.3.202:11134
CRTV _ TH Cao Bằng,http://113.167.94.144:4022/udp/232.84.2.109:8844
CTV _ TH Cà Mau,http://113.167.94.144:4022/udp/232.84.2.117:8826
Cartoon Network,http://113.167.94.144:4022/udp/232.84.1.16:8070
Cartoon Network,http://113.167.94.144:4022/udp/232.84.2.144:10684
Channel,http://113.167.94.144:4022/udp/232.84.1.13:8052
Clubbing TV,http://113.167.94.144:4022/udp/232.84.3.194:11086
DRT _ TH Đắk Lắk,http://113.167.94.144:4022/udp/232.84.1.149:8868
DW (Deutsch),http://113.167.94.144:4022/udp/232.84.3.168:10428
DW (English),http://113.167.94.144:4022/udp/232.84.1.6:8010
DW (English),http://113.167.94.144:4022/udp/232.84.2.233:10416
DW (English),http://113.167.94.144:4022/udp/232.84.3.154:10416
Da Vinci,http://113.167.94.144:4022/udp/232.84.1.108:10224
Da Vinci,http://113.167.94.144:4022/udp/232.84.2.131:9582
DaNangTV1 _ TH TP. Đà Nẵng,http://113.167.94.144:4022/udp/232.84.1.146:8850
DaNangTV2 _ TH TP. Đà Nẵng,http://113.167.94.144:4022/udp/232.84.3.122:8856
Discovery Channel,http://113.167.94.144:4022/udp/232.84.1.47:8262
Discovery Channel,http://113.167.94.144:4022/udp/232.84.2.53:10528
Discovery Channel,http://113.167.94.144:4022/udp/232.84.3.132:10528
Disney Channel,http://113.167.94.144:4022/udp/232.84.1.18:8082
Disney Channel,http://113.167.94.144:4022/udp/232.84.2.143:10678
Disney Junior,http://113.167.94.144:4022/udp/232.84.1.90:10398
Disney Junior,http://113.167.94.144:4022/udp/232.84.3.200:11122
Dragon TV,http://113.167.94.144:4022/udp/232.84.3.185:11032
FOX HD,http://113.167.94.144:4022/udp/232.84.2.120:8448
FOX LIFE,http://113.167.94.144:4022/udp/232.84.1.78:8442
FOX LIFE,http://113.167.94.144:4022/udp/232.84.2.119:8382
FOX MOVIES,http://113.167.94.144:4022/udp/232.84.1.10:8034
FOX MOVIES,http://113.167.94.144:4022/udp/232.84.1.77:8436
FOX SPORTS 2,http://113.167.94.144:4022/udp/232.84.2.142:10672
FOX SPORTS 2,http://113.167.94.144:4022/udp/232.84.3.129:10672
FOX SPORTS,http://113.167.94.144:4022/udp/232.84.2.141:10666
FOX SPORTS,http://113.167.94.144:4022/udp/232.84.3.111:10666
FOX,http://113.167.94.144:4022/udp/232.84.1.66:8370
Fashion TV,http://113.167.94.144:4022/udp/232.84.1.2:7986
Fashion TV,http://113.167.94.144:4022/udp/232.84.2.52:10522
Fashion TV,http://113.167.94.144:4022/udp/232.84.3.149:10522
Filmy,http://113.167.94.144:4022/udp/232.84.3.210:11182
H1 HD _ TH Hà Nội,http://113.167.94.144:4022/udp/232.84.3.143:10738
H1 _ TH Hà Nội,http://113.167.94.144:4022/udp/232.84.1.29:8148
H2 HD_ TH Hà Nội,http://113.167.94.144:4022/udp/232.84.3.137:10744
H2 _ TH Hà Nội,http://113.167.94.144:4022/udp/232.84.1.23:8112
HBO,http://113.167.94.144:4022/udp/232.84.2.138:10648
HBO,http://113.167.94.144:4022/udp/232.84.3.101:10648
HBTV _ TH H騛 B靚h,http://113.167.94.144:4022/udp/232.84.3.130:8946
HD,http://113.167.94.144:4022/udp/232.84.2.132:9588
HD,http://113.167.94.144:4022/udp/232.84.3.144:9588
HGTV _ TH Hà Giang,http://113.167.94.144:4022/udp/232.84.2.85:8910
HGTV _ TH Hậu Giang,http://113.167.94.144:4022/udp/232.84.2.112:8940
HTTV HD _ TH Hà Tĩnh,http://113.167.94.144:4022/udp/232.84.3.134:10768
HTTV _ TH Hà Tĩnh,http://113.167.94.144:4022/udp/232.84.2.96:8922
HTV Keys,http://113.167.94.144:4022/udp/232.84.1.25:8124
HTV THỂ THAO,http://113.167.94.144:4022/udp/232.84.1.24:8118
HTV1,http://113.167.94.144:4022/udp/232.84.1.35:8184
HTV2 Vie Channel,http://113.167.94.144:4022/udp/232.84.1.36:8190
HTV2 Vie Channel,http://113.167.94.144:4022/udp/232.84.2.182:9306
HTV3 Dreams TV,http://113.167.94.144:4022/udp/232.84.1.104:8598
HTV7 HD,http://113.167.94.144:4022/udp/232.84.1.223:9312
HTV7,http://113.167.94.144:4022/udp/232.84.1.21:8100
HTV9 HD,http://113.167.94.144:4022/udp/232.84.1.224:9318
HTV9,http://113.167.94.144:4022/udp/232.84.1.31:8160
HTVC Ca Nhạc,http://113.167.94.144:4022/udp/232.84.1.126:8730
HTVC Du Lịch và Cuộc Sống,http://113.167.94.144:4022/udp/232.84.1.221:9300
HTVC Gia Đình,http://113.167.94.144:4022/udp/232.84.1.170:8994
HTVC Phim,http://113.167.94.144:4022/udp/232.84.1.105:8604
HTVC Phim,http://113.167.94.144:4022/udp/232.84.2.133:9594
HTVC Phim,http://113.167.94.144:4022/udp/232.84.3.118:9594
HTVC Phụ Nữ,http://113.167.94.144:4022/udp/232.84.1.127:8736
HTVC Thuần Việt,http://113.167.94.144:4022/udp/232.84.1.22:8106
HY HD _ TH Hưng Yên,http://113.167.94.144:4022/udp/232.84.3.110:10786
HY _ TH Hưng Yên,http://113.167.94.144:4022/udp/232.84.2.84:8952
HZTV-1,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.247:5146
HZTV-1,http://lbyjlt.vv5678.cn:8880/udp/239.77.1.154:5146
HZTV-1高清,http://lbyjlt.vv5678.cn:8880/udp/239.77.1.232:5146
HZTV-2,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.248:5146
HZTV-2,http://lbyjlt.vv5678.cn:8880/udp/239.77.1.173:5146
HZTV-2高清,http://lbyjlt.vv5678.cn:8880/udp/239.77.1.233:5146
HiTV,http://113.167.94.144:4022/udp/232.84.1.55:8310
IPTV动画,http://www.96335.top:4566/rtp/239.81.0.100:4056
IPTV宣传,http://idc.zymok.cn:10000/rtp/239.77.1.183:5146
IPTV宣传,http://idc.zymok.cn:10000/rtp/239.77.1.184:5146
IPTV宣传,http://www.8888866.xyz:10000/rtp/239.77.1.183:5146
IPTV宣传,http://www.8888866.xyz:10000/rtp/239.77.1.184:5146
IPTV宣传,http://www.bigyan.cn:8225/rtp/239.77.1.183:5146
IPTV宣传,http://www.bigyan.cn:8225/rtp/239.77.1.184:5146
IPTV宣传,http://ymz.stkeyu.top:8303/rtp/239.77.1.183:5146
IPTV宣传,http://ymz.stkeyu.top:8303/rtp/239.77.1.184:5146
IPTV少儿动画,http://idc.zymok.cn:10000/rtp/239.77.1.91:5146
IPTV少儿动画,http://www.8888866.xyz:10000/rtp/239.77.1.91:5146
IPTV少儿动画,http://www.bigyan.cn:8225/rtp/239.77.1.91:5146
IPTV少儿动画,http://ymz.stkeyu.top:8303/rtp/239.77.1.91:5146
IPTV推荐1,http://idc.zymok.cn:10000/rtp/239.77.0.81:5146
IPTV推荐1,http://www.8888866.xyz:10000/rtp/239.77.0.81:5146
IPTV推荐1,http://www.bigyan.cn:8225/rtp/239.77.0.81:5146
IPTV推荐1,http://ymz.stkeyu.top:8303/rtp/239.77.0.81:5146
IPTV推荐2,http://idc.zymok.cn:10000/rtp/239.77.0.174:5146
IPTV推荐2,http://www.8888866.xyz:10000/rtp/239.77.0.174:5146
IPTV推荐2,http://www.bigyan.cn:8225/rtp/239.77.0.174:5146
IPTV推荐2,http://ymz.stkeyu.top:8303/rtp/239.77.0.174:5146
IPTV推荐3,http://idc.zymok.cn:10000/rtp/239.77.0.186:5146
IPTV推荐3,http://www.8888866.xyz:10000/rtp/239.77.0.186:5146
IPTV推荐3,http://www.bigyan.cn:8225/rtp/239.77.0.186:5146
IPTV推荐3,http://ymz.stkeyu.top:8303/rtp/239.77.0.186:5146
IPTV推荐4,http://idc.zymok.cn:10000/rtp/239.77.0.190:5146
IPTV推荐4,http://www.8888866.xyz:10000/rtp/239.77.0.190:5146
IPTV推荐4,http://www.bigyan.cn:8225/rtp/239.77.0.190:5146
IPTV推荐4,http://ymz.stkeyu.top:8303/rtp/239.77.0.190:5146
IPTV推荐5,http://idc.zymok.cn:10000/rtp/239.77.0.191:5146
IPTV推荐5,http://www.8888866.xyz:10000/rtp/239.77.0.191:5146
IPTV推荐5,http://www.bigyan.cn:8225/rtp/239.77.0.191:5146
IPTV推荐5,http://ymz.stkeyu.top:8303/rtp/239.77.0.191:5146
IPTV推荐6,http://idc.zymok.cn:10000/rtp/239.77.0.193:5146
IPTV推荐6,http://www.8888866.xyz:10000/rtp/239.77.0.193:5146
IPTV推荐6,http://www.bigyan.cn:8225/rtp/239.77.0.193:5146
IPTV推荐6,http://ymz.stkeyu.top:8303/rtp/239.77.0.193:5146
IPTV推荐7,http://idc.zymok.cn:10000/rtp/239.77.0.240:5146
IPTV推荐7,http://www.8888866.xyz:10000/rtp/239.77.0.240:5146
IPTV推荐7,http://www.bigyan.cn:8225/rtp/239.77.0.240:5146
IPTV推荐7,http://ymz.stkeyu.top:8303/rtp/239.77.0.240:5146
IPTV推荐8,http://idc.zymok.cn:10000/rtp/239.77.0.241:5146
IPTV推荐8,http://www.8888866.xyz:10000/rtp/239.77.0.241:5146
IPTV推荐8,http://www.bigyan.cn:8225/rtp/239.77.0.241:5146
IPTV推荐8,http://ymz.stkeyu.top:8303/rtp/239.77.0.241:5146
IPTV法治,http://idc.zymok.cn:10000/rtp/239.77.1.86:5146
IPTV法治,http://www.8888866.xyz:10000/rtp/239.77.1.86:5146
IPTV法治,http://www.bigyan.cn:8225/rtp/239.77.1.86:5146
IPTV法治,http://ymz.stkeyu.top:8303/rtp/239.77.1.86:5146
IPTV热播剧场,http://idc.zymok.cn:10000/rtp/239.77.1.90:5146
IPTV热播剧场,http://www.8888866.xyz:10000/rtp/239.77.1.90:5146
IPTV热播剧场,http://www.bigyan.cn:8225/rtp/239.77.1.90:5146
IPTV热播剧场,http://ymz.stkeyu.top:8303/rtp/239.77.1.90:5146
IPTV相声小品,http://idc.zymok.cn:10000/rtp/239.77.1.84:5146
IPTV相声小品,http://www.8888866.xyz:10000/rtp/239.77.1.84:5146
IPTV相声小品,http://www.bigyan.cn:8225/rtp/239.77.1.84:5146
IPTV相声小品,http://ymz.stkeyu.top:8303/rtp/239.77.1.84:5146
IPTV经典电影,http://idc.zymok.cn:10000/rtp/239.77.1.89:5146
IPTV经典电影,http://www.8888866.xyz:10000/rtp/239.77.1.89:5146
IPTV经典电影,http://www.bigyan.cn:8225/rtp/239.77.1.89:5146
IPTV经典电影,http://ymz.stkeyu.top:8303/rtp/239.77.1.89:5146
IPTV谍战剧场,http://idc.zymok.cn:10000/rtp/239.77.0.99:5146
IPTV谍战剧场,http://www.8888866.xyz:10000/rtp/239.77.0.99:5146
IPTV谍战剧场,http://www.bigyan.cn:8225/rtp/239.77.0.99:5146
IPTV谍战剧场,http://ymz.stkeyu.top:8303/rtp/239.77.0.99:5146
IPTV野外,http://idc.zymok.cn:10000/rtp/239.77.0.101:5146
IPTV野外,http://idc.zymok.cn:10000/rtp/239.77.1.85:5146
IPTV野外,http://www.8888866.xyz:10000/rtp/239.77.0.101:5146
IPTV野外,http://www.8888866.xyz:10000/rtp/239.77.1.85:5146
IPTV野外,http://www.bigyan.cn:8225/rtp/239.77.0.101:5146
IPTV野外,http://www.bigyan.cn:8225/rtp/239.77.1.85:5146
IPTV野外,http://ymz.stkeyu.top:8303/rtp/239.77.0.101:5146
IPTV野外,http://ymz.stkeyu.top:8303/rtp/239.77.1.85:5146
IPTV魅力时尚,http://idc.zymok.cn:10000/rtp/239.77.1.88:5146
IPTV魅力时尚,http://www.8888866.xyz:10000/rtp/239.77.1.88:5146
IPTV魅力时尚,http://www.bigyan.cn:8225/rtp/239.77.1.88:5146
IPTV魅力时尚,http://ymz.stkeyu.top:8303/rtp/239.77.1.88:5146
KG _ TH Ki阯 Giang (HD 4Mbps),http://113.167.94.144:4022/udp/232.84.3.161:10918
KG _ TH Ki阯 Giang,http://113.167.94.144:4022/udp/232.84.2.113:8964
KRT _ TH Kon Tum,http://113.167.94.144:4022/udp/232.84.3.115:8970
KTV _ TH Kh醤h H騛,http://113.167.94.144:4022/udp/232.84.2.99:8958
LA34 _ TH Long An,http://113.167.94.144:4022/udp/232.84.1.171:9000
LSTV HD _ TH Lạng Sơn,http://113.167.94.144:4022/udp/232.84.3.203:11140
LSTV _ TH Lạng Sơn,http://113.167.94.144:4022/udp/232.84.2.107:8646
LTV _ TH Lai Ch鈛,http://113.167.94.144:4022/udp/232.84.3.133:9174
LTV _ TH Lâm Đồng,http://113.167.94.144:4022/udp/232.84.2.78:8976
